name,ring,quadrant,isNew,description;;;
"Locus,Trial,Tools,TRUE,""<p><strong><a href=""""https://tuple.app/"""">Tuple</a></strong> is a relatively new tool optimized for remote paired programming, designed to fill the gap Slack left in the marketplace after abandoning Screenhero. Although it still exhibits some growing pains — platform availability is limited to Mac OS for now (with Linux support coming soon), and it has some UI quirks to work through — we've had good experience using it within those constraints. Unlike general-purpose video- and screen-sharing tools like Zoom, Tuple supports dual control with two mouse cursors, and unlike options such as <a href=""""/radar/tools/visual-studio-live-share"""">Visual Studio Live Share</a>, it isn't tied to an IDE. Tuple supports voice and video calls, clipboard sharing, and lower latency than general-purpose tools";" and its ability to let you draw and erase in your pair's screen with ease makes Tuple a very intuitive and developer-friendly tool.</p>""";;
"Postman,Trial,Tools,TRUE,""<p>When working with <a href=""""/radar/languages-and-frameworks/react-js"""">React</a>, we often encounter situations where our page is very slow because some components are re-rendering when they shouldn't be. <strong><a href=""""https://github.com/welldone-software/why-did-you-render"""">Why Did You Render</a></strong> is a library that helps detect why a component is re-rendering. It does this by monkey patching React. We've used it in a few of our projects to debug performance issues with great effect.</p>""";;;
"jmetter,Trial,Tools,TRUE,""<p>Even though <a href=""""/radar/platforms/docker"""">Docker</a> has become the sensible default for containerization, we're seeing new players in this space that are catching our attention. That is the case for <strong><a href=""""https://github.com/containers/buildah"""">Buildah</a> and <a href=""""https://github.com/containers/podman"""">Podman</a></strong>, which are complementary projects to build images (Buildah) and run containers (Podman) using a <a href=""""/radar/platforms/rootless-containers"""">rootless</a> approach in multiple Linux distributions. Podman introduces a daemonless engine for managing and running containers which is an interesting approach in comparison to what Docker does. The fact that Podman can use either <a href=""""https://opencontainers.org/"""">Open Container Initiative (OCI)</a> images built by Buildah or Docker images makes this tool even more attractive and easy to use.</p>""";;;
"Ansible,Adopt,Tools,TRUE,""<p>CI servers and build tools are some of the oldest and most widely used in our kit. They run the gamut from simple cloud-hosted services to complex, code-defined pipeline servers that support fleets of build machines. Given our experience and the wide range of options already available, we were initially skeptical when <strong><a href=""""https://docs.github.com/en/actions"""">GitHub Actions</a></strong> were introduced as another mechanism to manage the build and integration workflow. But the opportunity for developers to start small and easily customize behavior means that GitHub Actions are moving toward the default category for smaller projects. It's hard to argue with the convenience of having the build tool integrated directly into the source code repository. An enthusiastic community has emerged around this feature and that means a wide range of user-contributed tools and workflows are available to get started. Tools vendors are also getting on board via the <a href=""""https://github.com/marketplace?type=actions"""">GitHub Marketplace</a>. However, we still recommend you proceed with caution. Although code and <a href=""""/radar/tools/git"""">Git</a> history can be exported into alternative hosts, a development workflow based on GitHub Actions can't. Also, use your best judgment to determine when a project is large or complex enough to warrant an independently supported pipeline tool. But for getting up and running quickly on smaller projects, it's worth considering GitHub Actions and the ecosystem that is growing around them.</p>""";;;
"Terraform,Adopt,Tools,TRUE,""<p><strong><a href=""""https://www.graalvm.org/reference-manual/native-image/"""">Graal Native Image</a></strong> is a technology that compiles Java code into an operating system's native binary — in the form of a statically linked executable or a shared library. A native image is optimized to reduce the memory footprint and startup time of an application. Our teams have successfully used Graal native images, executed as small Docker containers, in the <a href=""""/radar/techniques/serverless-architecture"""">serverless architecture</a> where reducing start time matters. Although designed for use with programming languages such as <a href=""""/radar/languages-and-frameworks/go-language"""">Go</a> or <a href=""""/radar/languages-and-frameworks/rust"""">Rust</a> that natively compile and require smaller binary sizes and shorter start times, Graal Native Image can be equally useful to teams that have other requirements and want to use JVM-based languages.</p>";;;
"<p>Graal Native Image Builder, <em>native-image</em>, supports JVM-based languages — such as Java, Scala, Clojure and Kotlin — and builds executables on multiple operating systems including Mac OS, Windows and multiple distributions of Linux. Since it requires a closed-world assumption, where all code is known at compile time, additional configuration is needed for features such as <em>reflection</em> or <em>dynamic class loading</em> where types can't be deduced at build time from the code alone.</p>""";;;
"Prisma,Trial,Tools,TRUE,""<p><strong><a href=""""https://www.boundaryproject.io/"""">HashiCorp Boundary</a></strong> combines the secure networking and identity management capabilities needed for brokering access to your hosts and services in one place and across a mix of cloud and on-premise resources if needed. Key management can be done by integrating the key management service of your choice, be it from a cloud vendor or something like <a href=""""/radar/tools/hashicorp-vault"""">HashiCorp Vault</a>. HashiCorp Boundary supports a growing number of identity providers and can be integrated with parts of your service landscape to help define permissions, not just on host but also on a service level. For example, it enables you to control fine-grained access to a Kubernetes cluster, and dynamically pulling in service catalogs from various sources is on the roadmap. All of this stays out of the way of the engineering end users who get the shell experience they're used to, securely connected through Boundary's network management layer.</p>""";;;
"Rapid7,Trial,Tools,TRUE,""<p>Remember the research project <a href=""""https://github.com/tonybeltramelli/pix2code"""">pix2code</a> that showed how to automatically generate code from GUI screenshots? Now there is a productized version of this technique — <strong><a href=""""https://www.imgcook.com/"""">imgcook</a></strong> is a SaaS product from Alibaba that can intelligently transform various design files (Sketch/PSD/static images) into front-end code. Alibaba needs to customize a large number of campaign pages during the Double Eleven shopping festival. These are usually one-time pages that need to be developed quickly. Through the deep-learning method, the UX's design is initially processed into front-end code and then adjusted by the developer. Our team is evaluating this tech: although the image processing takes place on the server side while the main interface is on the web, imgcook provides <a href=""""https://github.com/imgcook"""">tools</a> that could integrate with the software design and development lifecycle. imgcook can generate static code as well as some data-binding component code if you define a DSL. The technology is not perfect yet";" designers need to refer to certain specifications to improve the accuracy of code generation (which still needs to be adjusted by developers afterward). We've always been cautious about magic code generation, because the generated code is usually difficult to maintain in the long run, and imgcook is no exception. But if you limit the usage to a specific context, such as one-time campaign pages, it's worth a try.</p>""";;
"Fortify,Adopt,Tools,TRUE,""<p><strong><a href=""""https://longhorn.io/"""">Longhorn</a></strong> is a distributed block storage system for <a href=""""/radar/platforms/kubernetes"""">Kubernetes</a>. There are many <a href=""""https://kubernetes-csi.github.io/docs/drivers.html"""">persistent storage options</a> for Kubernetes";" unlike most, however, Longhorn is built from the ground up to provide incremental snapshots and backups, thereby easing the pain of running a replicated storage for non–cloud-hosted Kubernetes. With the recent <a href=""""https://longhorn.io/blog/longhorn-v1.1.0/"""">experimental support for ReadWriteMany (RWX)</a> you can even mount the same volume for read and write access across many nodes. Choosing the right storage system for Kubernetes is a nontrivial task, and we recommend you assess Longhorn based on your needs.</p>""";;
"jUnit,Assess,Tools,TRUE,""<p><strong><a href=""""https://operatorframework.io/"""">Operator Framework</a></strong> is a set of open-source tools that simplifies building and managing the lifecycle of <a href=""""https://kubernetes.io/docs/concepts/extend-kubernetes/operator/"""">Kubernetes operators</a>. The Kubernetes operator pattern, originally <a href=""""https://web.archive.org/web/20170129131616/https://coreos.com/blog/introducing-operators.html"""">introduced by CoreOS</a>, is an approach to encapsulate the knowledge of operating an application using Kubernetes native capabilities";" it includes <em>resources</em> to be managed and <em>controller code</em> that ensures the resources are matching their target state. This approach has been used to extend Kubernetes to manage <a href=""""https://operatorhub.io/"""">many applications</a>, particularly the stateful ones, natively. Operator Framework has three components: <a href=""""https://sdk.operatorframework.io/"""">Operator SDK</a>, which simplifies building, testing and packaging Kubernetes operators";" <a href=""""https://github.com/operator-framework/operator-lifecycle-manager/"""">Operator lifecycle manager</a> to install, manage and upgrade the operators";" and a <a href=""""https://operatorhub.io/"""">catalog</a> to publish and share third-party operators. Our teams have found Operator SDK particularly powerful in rapidly developing Kubernetes-native applications.</p>"""
"Selenium,Adopt,Tools,TRUE,""<p>The number of services offered by the big cloud providers keeps growing, but so does the convenience and maturity of tools that help you use them securely and efficiently. <a href=""""https://cloud.google.com/recommender""""><strong>Recommender</strong></a> is a service on Google Cloud that analyzes your resources and gives you recommendations on how to optimize them based on your actual usage. The service consists of a range of """"recommenders"""" in areas such as security, compute usage or cost savings. For example, the <a href=""""https://cloud.google.com/iam/docs/role-recommendations"""">IAM Recommender</a> helps you better implement the principle of least privilege by pointing out permissions that are never actually used and therefore are potentially too broad.</p>""";;;
"Cypress,Adopt,Tools,TRUE,""<p>Over the past few years <a href=""""https://docs.microsoft.com/en-us/windows/wsl/"""">Windows Subsystem for Linux (WSL)</a> has come up a few times in our discussions. Although we liked what we saw, including the improvements in WSL 2, it never made it into the Radar. In this edition we want to highlight an extension for Visual Studio Code that greatly improves the experience working with WSL. Although Windows-based editors could always access files on a WSL file system, they were unaware of the isolated Linux environment. With the <strong><a href=""""https://marketplace.visualstudio.com/items?itemName=ms-vscode-remote.remote-wsl"""">Remote - WSL</a></strong> extension, Visual Studio Code becomes aware of WSL, allowing developers to launch a Linux shell. This also enables debugging of binaries running inside WSL from Windows. Jetbrains' IntelliJ too has seen steady improvement in its <a href=""""https://youtrack.jetbrains.com/issue/IDEA-171510#focus=Comments-27-4155034.0-0"""">support for WSL</a>.</p>""";;;
"Gitlab,Assess,Tools,TRUE,""<p>One of the patterns we've seen repeat itself in this publication is that static error- and style-checking tools emerge quickly after a new language gains popularity. These tools are generically known as linters — after the classic and beloved Unix utility <em>lint</em>, which statically analyzes C code. We like these tools because they catch errors early, before code even gets compiled. The latest instance of this pattern is <strong><a href=""""https://stoplight.io/open-source/spectral/"""">Spectral</a></strong>, a linter for YAML and JSON. Although Spectral is a generic tool for these formats, its main target is OpenAPI (the evolution of <a href=""""/radar/tools/swagger"""">Swagger</a>) and <a href=""""/radar/tools/asyncapi"""">AsyncAPI</a>. Spectral ships with a comprehensive set of out-of-the-box rules for these specs that can save developers headaches when designing and implementing APIs or event-driven collaboration. These rules check for proper API parameter specifications or the existence of a license statement in the spec, among other things. While this tool is a welcome addition to the API development workflow, it does raise the question of whether a non-executable specification should be so complex as to require an error-checking technique designed for programming languages. Perhaps developers should be writing code instead of specs?</p>""";;;
Oracle Cloud,Hold,Platforms,TRUE,;;;
IBM Cloud,Hold,Platforms,TRUE,;;;
APIGEE,Adopt,Platforms,TRUE,;;;
".NET,Adopt,languages-and-frameworks,TRUE,""<p>A long time ago we placed <a href=""""/radar/languages-and-frameworks/reactivex"""">ReactiveX</a> — a family of open-source frameworks for reactive programming — into the Adopt ring of the Radar. In 2017, we mentioned the addition of <a href=""""https://github.com/ReactiveX/RxSwift"""">RxSwift</a>, which brought reactive programming to iOS development using Swift. Since then, Apple has introduced its own take on reactive programming in the form of the <a href=""""https://developer.apple.com/documentation/combine""""><strong>Combine</strong></a> framework. Combine has become our default choice for apps that support iOS 13 as an acceptable deployment target. It's easier to learn than RxSwift and integrates really well with <a href=""""/radar/languages-and-frameworks/swiftui"""">SwiftUI</a>. If you're planning to convert an existing application from RxSwift to Combine or work with both in the same project, you might want to look at <a href=""""https://github.com/CombineCommunity/RxCombine"""">RxCombine</a>.</p>""";;;
"NetCore,Trial,languages-and-frameworks,FALSE,""<p>Our mobile teams now view <strong><a href=""""http://github.com/square/leakcanary"""">LeakCanary</a></strong> as a good default choice for Android development. It detects annoying memory leaks in Android apps, is extremely simple to hook up and provides notifications with a clear trace-back to the cause of the leak. LeakCanary can save you tedious hours troubleshooting out-of-memory errors on multiple devices, and we recommend you add it to your toolkit.</p>""";;;
"Go,Trial,languages-and-frameworks,TRUE,""<p>As we continue developing web applications in JavaScript, we continue enjoying the <a href=""""/radar/languages-and-frameworks/testing-library"""">Testing Library</a> approach of testing applications";" and carry on exploring and gaining experience with its packages — beyond that of <a href=""""/radar/languages-and-frameworks/react-testing-library"""">React Testing Library</a>. <strong><a href=""""https://testing-library.com/docs/angular-testing-library/intro/"""">Angular Testing Library</a></strong> brings all the benefits of its family when testing UI components in a user-centric way, pushing for more maintainable tests focused primarily on behavior rather than testing UI implementation details. Although it falls short in documentation, Angular Testing Library does provide <a href=""""https://github.com/testing-library/angular-testing-library/tree/master/apps/example-app/app/examples"""">good sample tests</a> that helped us in getting started faster for various cases. We've had great success with this testing library in our <a href=""""/radar/languages-and-frameworks/angular"""">Angular</a> projects and advise you to trial this solid testing approach.</p>""";;
"Quarkus,Trial,languages-and-frameworks,TRUE,""<p><strong><a href=""""https://github.com/awslabs/aws-data-wrangler"""">AWS Data Wrangler</a></strong> is an open-source library that extends the capabilities of <a href=""""https://github.com/pandas-dev/pandas"""">Pandas</a> to AWS by connecting data frames to AWS data-related services. In addition to Pandas, this library leverages <a href=""""https://github.com/apache/arrow"""">Apache Arrow</a> and <a href=""""https://github.com/boto/boto3"""">Boto3</a> to expose <a href=""""https://aws-data-wrangler.readthedocs.io/en/2.5.0/api.html"""">several APIs</a> to load, transform and save data from data lakes and data warehouses. An important limitation is that you can't do large distributed data pipelines with this library. However, you can leverage the native data services — like Athena, Redshift and Timestream — to do the heavy lifting and pull data in order to express complex transformations that are well suited for data frames. We've used AWS Data Wrangler in production and like that it lets you focus on writing transformations without spending too much time on the connectivity to AWS data services.</p>""";;;
"SpringBoot,Adopt,languages-and-frameworks,FALSE,""<p>Although JavaScript and its ecosystem is dominant in the web UI development space, new opportunities are opening up with the emergence of <a href=""""/radar/languages-and-frameworks/webassembly"""">WebAssembly</a>. <strong><a href=""""https://dotnet.microsoft.com/apps/aspnet/web-apps/blazor"""">Blazor</a></strong> continues to demand our attention";" it's producing good results with our teams building interactive rich user interfaces using C# on top of WebAssembly. The fact that our teams can use C# on the frontend too allows them to share code and reuse existing libraries. That, along with the existing tooling for debugging and testing, such as <a href=""""/radar/languages-and-frameworks/bunit"""">bUnit</a>, make this open-source framework worth trying.</p>""";;
"Angular,Adopt,languages-and-frameworks,TRUE,""<p>We're seeing more teams adopting Python as the preferred language to build solutions, not just for data science but for back-end services too. In these scenarios, we're having good experiences with <strong><a href=""""https://fastapi.tiangolo.com/"""">FastAPI</a></strong> — a modern, fast (high-performance), web framework for building APIs with Python 3.6 or later. Additionally, this framework and its ecosystem include features such as API documentation using OpenAPI that allow our teams to focus on the business functionalities and quickly create REST APIs, which makes FastAPI a good alternative to existing solutions in this space.</p>""";;;
"Node JS,Adopt,languages-and-frameworks,FALSE,""<p>We've really enjoyed using <a href=""""/radar/languages-and-frameworks/typescript"""">TypeScript</a> for a while now and love the safety that the strong typing provides. However, getting data into the bounds of the type system — from, for example, a call to a back-end service — can lead to run-time errors. One library that helps solve this problem is <strong><a href=""""https://gcanti.github.io/io-ts/"""">io-ts</a></strong>. It bridges the gap between compile-time type-checking and run-time consumption of external data by providing encode and decode functions. It can also be used as a custom type guard. As we gain more experience with io-ts in our work, our initially positive impressions are confirmed, and we still like the elegance of its approach.</p>""";;;
"Kotlin,Assess,languages-and-frameworks,TRUE,""<p>The introduction of <a href=""""https://kotlinlang.org/docs/coroutines-overview.html"""">coroutines to Kotlin</a> opened the door for several innovations — <strong><a href=""""https://kotlinlang.org/docs/flow.html"""">Kotlin Flow</a></strong> is one of them, directly integrated into the coroutines library. It's an implementation of Reactive Streams on top of coroutines. Unlike <a href=""""https://github.com/ReactiveX/RxJava"""">RxJava</a>, flows are a native Kotlin API similar to the familiar sequence API with methods that include <code>map</code> and <code>filter</code>. Like sequences, flows are <em>cold</em>, meaning that the values of the sequence are only constructed when needed. All of this makes writing multithreaded code much simpler and easier to understand than other approaches. The <code>toList</code> method, predictably, converts a flow into a list which is a common pattern in tests.</p>""";;;
Phyton,Adopt,languages-and-frameworks,TRUE,;;;
Scala,Hold,languages-and-frameworks,TRUE,;;;
Ruby,Hold,languages-and-frameworks,TRUE,;;;
C / C++,Trial,languages-and-frameworks,TRUE,;;;
3Scale,Assess,Platforms,TRUE,;;;
DataPower,Hold,Platforms,TRUE,;;;
IBM WAS,Hold,Platforms,TRUE,;;;
Linux OS,Adopt,Platforms,TRUE,;;;
Windows OS,Trial,Platforms,TRUE,;;;
Canary Deployment,Trial,Techniques,TRUE,;;;
